iter	Logloss
261	0.5026588321
262	0.5026170332
263	0.5025918798
264	0.5025855317
265	0.5025428345
266	0.5025169575
267	0.5025106891
268	0.5024610688
269	0.5024210372
270	0.502399368
271	0.5023559605
272	0.5023123691
273	0.5022800671
274	0.5022447501
275	0.5022193894
276	0.5021487036
277	0.5021038162
278	0.5020692234
279	0.5020017696
280	0.5019958709
281	0.5019887651
282	0.5019705872
283	0.5019044731
284	0.501866266
285	0.5018308157
286	0.5017729382
287	0.501720899
288	0.5016767624
289	0.5016207601
290	0.5016030081
291	0.5015716054
292	0.5015428081
293	0.5014720242
294	0.501467118
295	0.5014368056
296	0.5014195789
297	0.5013670383
298	0.5013003773
299	0.5012465918
300	0.5012406784
301	0.5012315386
302	0.5012003345
303	0.5011420498
304	0.5011349954
305	0.5011179616
306	0.5010419952
307	0.5010029661
308	0.5009695347
309	0.5009315015
310	0.5008878099
311	0.5008617151
312	0.5008384315
313	0.5007881046
314	0.5007477937
315	0.5006992148
316	0.500658199
317	0.5006301191
318	0.5006080038
319	0.5005633508
320	0.5005430128
321	0.5005020879
322	0.5004405062
323	0.5003937483
324	0.5003400632
325	0.5002756423
326	0.5002349228
327	0.5002030651
328	0.5001535626
329	0.5001222207
330	0.5000577567
331	0.5000520759
332	0.5000463888
333	0.5000408329
334	0.5000193895
335	0.4999633015
336	0.4998876732
337	0.4998238162
338	0.4997783095
339	0.4997515492
340	0.4997036251
341	0.4996989277
342	0.4996944004
343	0.4996896647
344	0.4996316383
345	0.4995915612
346	0.4995522489
347	0.4995460531
348	0.4995407736
349	0.4995064484
350	0.4995007784
351	0.4994752851
352	0.4994152851
353	0.4993393641
354	0.4992913725
355	0.4992856062
356	0.4992185705
357	0.4992025222
358	0.4991979305
359	0.4991862185
360	0.4991801594
361	0.4991544351
362	0.4991085793
363	0.4990780385
364	0.4990048698
365	0.4989674353
366	0.4989012476
367	0.4988963004
368	0.4988696238
369	0.4988315512
370	0.4988267525
371	0.4988223628
372	0.4987732229
373	0.4987547949
374	0.498693019
375	0.4986558785
376	0.4986336809
377	0.4985996324
378	0.498572104
379	0.4985040643
380	0.4984625546
381	0.4984352376
382	0.4984309872
383	0.4983934693
384	0.4983459377
385	0.4983425814
386	0.498312174
387	0.4982711456
388	0.4982436426
389	0.4982096131
390	0.4981736121
391	0.498147945
392	0.4981404671
393	0.4980983478
394	0.4980688935
395	0.498064296
396	0.4980193354
397	0.4979814461
398	0.4979566421
399	0.4979514045
400	0.4979462355
401	0.4979413487
402	0.4979367891
403	0.4978858849
404	0.4978323228
405	0.4978290159
406	0.4978246644
407	0.497778367
408	0.4977300963
409	0.4977253523
410	0.4976887127
411	0.4976619863
412	0.4976199642
413	0.4976158325
414	0.4975921724
415	0.4975873192
416	0.4975835479
417	0.4975801277
418	0.4975615012
419	0.4975373117
420	0.4975067085
421	0.4975011739
422	0.4974669981
423	0.4974444833
424	0.497399005
425	0.4973596928
426	0.4973409985
427	0.4972811899
428	0.4972768729
429	0.4972570755
430	0.4972177356
431	0.4972140278
432	0.4971741253
433	0.4971399709
434	0.49709428
435	0.4970277364
436	0.4970239373
437	0.4970200946
438	0.4969698077
439	0.4969253045
440	0.4969216155
441	0.4968804122
442	0.4968523716
443	0.4968121052
444	0.4967388151
445	0.4967066416
446	0.4966856048
447	0.4966340037
448	0.4966292222
449	0.4966252851
450	0.4966212609
451	0.4965885828
452	0.4965432114
453	0.4965393718
454	0.4965238928
455	0.4964990729
456	0.4964601572
457	0.4964405687
458	0.4964364846
459	0.4964011276
460	0.4963891475
461	0.4963588854
462	0.4963373884
463	0.4963045609
464	0.4962621647
465	0.496226458
466	0.4962224565
467	0.4961963077
468	0.4961576526
469	0.4961542557
470	0.4961334726
471	0.4960884694
472	0.4960564036
473	0.4960386067
474	0.4959928657
475	0.4959693103
476	0.4959229633
477	0.4958758753
478	0.4958556084
479	0.4958296586
480	0.4958055689
481	0.4957373264
482	0.4957066412
483	0.4956778391
484	0.4956384941
485	0.4955917388
486	0.4955835052
487	0.4955496401
488	0.4955127367
489	0.4954819786
490	0.4954458948
491	0.4954254742
492	0.4953978842
493	0.4953789358
494	0.495345581
495	0.4953049292
496	0.4953007873
497	0.4952734074
498	0.4952693956
499	0.4952265394
500	0.4952137417
501	0.4951725902
502	0.4951683136
503	0.4951466045
504	0.4951110207
505	0.4950810282
506	0.4950378913
507	0.4950343919
508	0.4949934405
509	0.494973908
510	0.4949326361
511	0.494897487
512	0.4948531655
513	0.4948501351
514	0.4948250356
515	0.4948213266
516	0.4947898463
517	0.4947618929
518	0.4947229785
519	0.4946959176
520	0.4946796489
521	0.4946444746
522	0.4946402577
523	0.4946364234
524	0.4945920635
525	0.4945498018
526	0.4945147826
527	0.4944580987
528	0.4944451818
529	0.4944127193
530	0.4943796072
531	0.4943513925
532	0.4943329678
533	0.4943195506
534	0.4943045111
535	0.4942810302
536	0.4942556987
537	0.4942316386
538	0.4942278964
539	0.4942138073
540	0.494178892
541	0.4941339816
542	0.4941194999
543	0.4940862505
544	0.4940825648
545	0.4940732124
546	0.4940533017
547	0.4940050436
548	0.4939735998
549	0.4939516278
550	0.4939227161
551	0.4939184767
552	0.493890032
553	0.4938700807
554	0.4938659481
555	0.4938632
556	0.4938329035
557	0.4938041418
558	0.4937530728
559	0.4937199044
560	0.4936783725
561	0.4936529076
562	0.4936297256
563	0.4935946142
564	0.4935727525
565	0.493550893
566	0.4935308262
567	0.4934898734
568	0.4934861282
569	0.4934586843
570	0.4934388308
571	0.4934197365
572	0.49338099
573	0.4933607873
574	0.493343826
575	0.4933133136
576	0.4932803611
577	0.4932638917
578	0.4932364188
579	0.4932153567
580	0.4931903411
581	0.4931709619
582	0.4931381828
583	0.4930968021
584	0.4930932855
585	0.493059816
586	0.4930465487
587	0.4930279903
588	0.4930051286
589	0.4929595917
590	0.4929160089
591	0.4929123709
592	0.4929092458
593	0.4929013664
594	0.492856876
595	0.4928531183
596	0.4928265666
597	0.4928104598
598	0.4927855428
599	0.4927644721
600	0.4927231272
601	0.4927115307
602	0.492682676
603	0.4926617984
604	0.4926584435
605	0.492624362
606	0.4926207669
607	0.4925772601
608	0.4925302102
609	0.4925159626
610	0.4924966265
611	0.4924933232
612	0.4924634677
613	0.492433082
614	0.4924002683
615	0.4923186566
616	0.4923151013
617	0.4923056758
618	0.4922646751
619	0.4922616493
620	0.4922264129
621	0.4921963092
622	0.4921880929
623	0.4921706543
624	0.4921445279
625	0.4921410847
626	0.4921015326
627	0.4920571871
628	0.4920242778
629	0.492020879
630	0.4919849789
631	0.4919815199
632	0.4919481931
633	0.4919457214
634	0.4919313911
635	0.4919051617
636	0.4918841929
637	0.4918469427
638	0.4918142473
639	0.4918110668
640	0.4917724438
641	0.4917350933
642	0.4917177973
643	0.4916933611
644	0.4916716309
645	0.4916258664
646	0.4916052703
647	0.4915720912
648	0.4915445895
649	0.4914961914
650	0.4914614491
651	0.4914248685
652	0.4913952097
653	0.4913563471
654	0.4913145102
655	0.4912883467
656	0.491260934
657	0.4912409353
658	0.4912147706
659	0.4911929938
660	0.4911639695
661	0.4911408708
662	0.4911281329
663	0.49110734
664	0.491081822
665	0.4910485358
666	0.4910105614
667	0.4909767392
668	0.4909627984
669	0.4909394415
670	0.490908765
671	0.4908898007
672	0.4908701852
673	0.4908505524
674	0.4908149844
675	0.4907679611
676	0.4907556703
677	0.4907309212
678	0.4907147376
679	0.4906623924
680	0.4906405308
681	0.4906368467
682	0.4906314358
683	0.4906230789
684	0.4906076803
685	0.4905922083
686	0.4905442775
687	0.4905154992
688	0.4904928622
689	0.4904622849
690	0.4904495744
691	0.4904438589
692	0.4904204116
693	0.4904174047
694	0.4903885557
695	0.4903703408
696	0.4903437639
697	0.4903222641
698	0.4902945733
699	0.4902762763
700	0.4902688873
701	0.4902437489
702	0.4901961037
703	0.4901880175
704	0.4901677997
705	0.49012739
706	0.4901012631
707	0.4900794585
708	0.4900687904
709	0.4900370883
710	0.4900110857
711	0.4899715161
712	0.4899413897
713	0.4899072143
714	0.4899050755
715	0.4898946059
716	0.4898615354
717	0.4898370778
718	0.4898183349
719	0.4898144742
720	0.4897754608
721	0.4897549849
722	0.4897440532
723	0.4897328996
724	0.4896886201
725	0.4896570886
726	0.4896314209
727	0.4896002839
728	0.4895661921
729	0.4895627624
730	0.4895593827
731	0.4895442264
732	0.489511104
733	0.489507372
734	0.4894789991
735	0.4894467643
736	0.4894008704
737	0.4893837661
738	0.4893722974
739	0.4893536984
740	0.489327847
741	0.4893092703
742	0.4892778168
743	0.4892751836
744	0.4892330504
745	0.4892056693
746	0.4891981762
747	0.4891616787
748	0.4891428994
749	0.489116815
750	0.4890781626
751	0.4890575486
752	0.4890546849
753	0.4890409252
754	0.4890228599
755	0.4890029561
756	0.4889995809
757	0.4889972085
758	0.4889749169
759	0.488942001
760	0.488915979
761	0.4888922604
762	0.4888661819
763	0.4888631619
764	0.4888600422
765	0.4888573185
766	0.488818888
767	0.4888159844
768	0.4887688349
769	0.4887313323
770	0.4887179347
771	0.4886879445
772	0.4886750152
773	0.4886346818
774	0.4886132514
775	0.488581234
776	0.4885624683
777	0.4885158108
778	0.4884980213
779	0.4884905801
780	0.4884497882
781	0.4884114651
782	0.48838003
783	0.4883562968
784	0.4883310028
785	0.4883059362
786	0.4882820184
787	0.4882525364
788	0.4882498139
789	0.4882135003
790	0.4882106195
791	0.4881922058
792	0.4881506188
793	0.4881210239
794	0.4880978509
795	0.4880677462
796	0.4880418767
797	0.4880046114
798	0.4879821764
799	0.4879794845
800	0.4879532289
801	0.4879509247
802	0.4879324848
803	0.4879126204
804	0.4878936443
805	0.4878725239
806	0.4878516532
807	0.487839867
808	0.4877972494
809	0.4877748642
810	0.4877553415
811	0.4877180422
812	0.4877023729
813	0.4876568873
814	0.487633237
815	0.4876038178
816	0.4875949241
817	0.4875799475
818	0.4875594576
819	0.4875212691
820	0.487490353
821	0.4874567101
822	0.4874302719
823	0.4873789509
824	0.4873734309
825	0.4873510762
826	0.4872951188
827	0.4872800478
828	0.4872769253
829	0.4872739359
830	0.4872445984
831	0.4872246092
832	0.4872067877
833	0.4872042069
834	0.4871687146
835	0.4871664607
836	0.4871430522
837	0.4871296135
838	0.4871037784
839	0.4871021969
840	0.4870872626
841	0.4870560279
842	0.4870161269
843	0.4869608573
844	0.4869343958
845	0.4868984113
846	0.4868750352
847	0.4868411824
848	0.486838528
849	0.4868295076
850	0.4868010049
851	0.4867756964
852	0.486729732
853	0.4866994676
854	0.4866970234
855	0.4866706494
856	0.4866343549
857	0.4866160445
858	0.4865929713
859	0.4865768782
860	0.4865455238
861	0.486542876
862	0.4865269303
863	0.4865052811
864	0.4864853006
865	0.4864740337
866	0.4864373061
867	0.4864190311
868	0.4863957864
869	0.4863754348
870	0.4863728252
871	0.4863494994
872	0.4863114855
873	0.4862796553
874	0.4862547471
875	0.4862168815
876	0.4862143662
877	0.4862010807
878	0.4861725599
879	0.4861606063
880	0.4861586202
881	0.4861416092
882	0.4861274472
883	0.4861061795
884	0.4860851751
885	0.4860479929
886	0.4860250487
887	0.4859919579
888	0.4859713081
889	0.4859336158
890	0.4859087506
891	0.4858864794
892	0.4858563116
893	0.4858446882
894	0.4858157649
895	0.4858134287
896	0.4858024614
897	0.4857695689
898	0.4857144456
899	0.4856910772
900	0.4856592626
901	0.4856484916
902	0.4855999309
903	0.4855825765
904	0.4855801289
905	0.4855367269
906	0.4855195857
907	0.4854995176
908	0.4854625473
909	0.4854416867
910	0.4854218592
911	0.4854184033
912	0.485411561
913	0.4854091685
914	0.4854064974
915	0.4853916398
916	0.4853700326
917	0.4853431592
918	0.4852916445
919	0.4852893258
920	0.4852752627
921	0.4852729717
922	0.4852470634
923	0.4852314311
924	0.4851981027
925	0.4851687183
926	0.4851383183
927	0.4851193934
928	0.4850726488
929	0.4850212446
930	0.4849901012
931	0.4849489451
932	0.484923733
933	0.4849158735
934	0.4848956334
935	0.4848682165
936	0.4848597862
937	0.4848403595
938	0.4848380194
939	0.4848337386
940	0.484804243
941	0.4847658322
942	0.4847321803
943	0.4846996928
944	0.4846820949
945	0.4846592949
946	0.4846427132
947	0.4846266902
948	0.4846122799
949	0.4846099478
950	0.4845850358
951	0.484582641
952	0.4845712609
953	0.4845436097
954	0.4845244709
955	0.4845013437
956	0.4844851388
957	0.4844664143
958	0.4844307222
959	0.4844283453
960	0.4844036224
961	0.4843871286
962	0.48435999
963	0.4843349336
964	0.4843142743
965	0.4843120706
966	0.4842753593
967	0.484245749
968	0.4842306057
969	0.4842088881
970	0.4841937761
971	0.484170573
972	0.4841469766
973	0.4841212123
974	0.4840754138
975	0.484059935
976	0.484031775
977	0.4840146539
978	0.483995394
979	0.4839730276
980	0.4839320328
981	0.4839300179
982	0.4839101269
983	0.4838893147
984	0.4838644751
985	0.4838440347
986	0.4838152381
987	0.4837981346
988	0.4837782605
989	0.4837693737
990	0.4837357243
991	0.4836984832
992	0.4836832387
993	0.4836540273
994	0.4836513295
995	0.4836310606
996	0.4836287282
997	0.4836267712
998	0.4836048789
999	0.483566477
